id,team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
1798,rutgers,1981,EAA,0.667,59.2,Kevin Black,30,0,0,0.538,0,0,0.636,5.3,1.8,0.9,0.5,0,9.2,Tom Young 
1799,san-diego-state,1981,WAC,0.69,73,Kevin Bond,6,0,3.2,0.25,0,0,0.75,0.7,0.3,0,0.2,1,0.8,Smokey Gaines 
1800,illinois,1981,Big Ten,0.621,66,Kevin Bontemps,21,0,3.6,0.6,0,0,0.364,0.3,0.7,0.2,0,0.3,1,Lou Henson 
1801,san-jose-state,1981,PCAA,0.5,57.5,Kevin Bowland,25,0,14.8,0.523,0,0,0.763,0.9,1.2,0,0,0,5.6,Bill Berry 
1802,harvard,1981,Ivy,0.423,68.5,Kevin Boyle,14,0,0,0.5,0,0,0.706,0.6,1.4,0,0,0,2.6,Frank McLaughlin 
1803,iowa,1981,Big Ten,0.724,65.4,Kevin Boyle,29,0,0,0.47,0,0,0.524,4.6,3.4,1.3,0,0,6.5,Lute Olson 
1804,seton-hall,1981,Big East,0.407,72.1,Kevin Boyle,23,8,18.7,0.362,0,0,0.805,1.2,1.4,0.7,0.1,2,3.6,Hoddy Mahon 
1805,northern-iowa,1981,Ind,0.444,61.1,Kevin Bradford,16,0,0,0.264,0,0,0.444,0.8,0,0,0,0,2,Jim Berry 
1806,temple,1981,ECC,0.704,68.1,Kevin Broadnax,27,0,0,0.52,0,0,0.577,2.1,3.3,1.2,0,0,7.3,Don Casey 
1807,colorado-state,1981,WAC,0.296,56.9,Kevin Bromley,25,0,0,0.421,0,0,0.7,1.6,0.9,0,0,0,2.5,Tony McAndrews 
1808,drake,1981,MVC,0.444,57.7,Kevin Campbell,13,0,3.5,0.44,0,0,1,0.5,0.2,0,0,0.2,1.8,Gary Garner 
1809,niagara,1981,ECACN,0.655,76.5,Kevin Carter,22,0,5.2,0.545,0,0,0.581,1.2,0.4,0,0,0.5,1.9,Pete Lonergan 
1810,nicholls-state,1981,Ind,0.231,64.6,Kevin Celestine,26,0,0,0.5,0,0,0.753,5.7,0,0,0,0,12.7,Gordon Stauffer 
1811,youngstown-state,1981,OVC,0.308,64,Kevin Cherry,14,2,8.2,0.235,0,0,0.333,0.3,0.4,0.5,0,1.1,0.6,Dom Rosselli 
1812,rhode-island,1981,EAA,0.37,68.7,Kevin Compton,26,10,22.4,0.422,0,0,0.783,2,3.5,1,0.1,1.9,4.1,Claude English 
1813,dayton,1981,Ind,0.7,73.5,Kevin Conrad,23,0,34,0.491,0,0,0.663,2.4,6.3,1.3,0,3.7,11.7,Don Donoher 
1814,colorado,1981,Big 8,0.407,69,Kevin Cornish,25,0,17.2,0.443,0,0,0.574,2.2,1.1,0.2,0.2,1.5,4,Tom Apke 
1815,pacific,1981,PCAA,0.259,66.4,Kevin Crabtree,24,0,4,0.353,0,0,0.571,0.7,0.1,0,0,0.4,0.7,Dick Fichtner 
1816,texas-am,1981,SWC,0.645,72.2,Kevin Cunningham,6,0,2.8,0.4,0,0,0.571,1.8,0.3,0.2,0,0.5,1.3,Shelby Metcalf 
1817,south-carolina,1981,Ind,0.483,73.3,Kevin Darmody,28,9,16.4,0.575,0,0,0.511,2.9,1.2,0.5,0.4,1.1,5.8,Bill E. Foster 
1818,western-kentucky,1981,OVC,0.655,67.4,Kevin Dildy,29,29,31.9,0.503,0,0,0.595,5.5,4.6,1.4,0.5,2.3,7.3,Clem Haskins 
1819,cincinnati,1981,Metro,0.556,68.9,Kevin Gaffney,26,13,22.3,0.443,0,0,0.737,2.9,1.3,0.7,0.1,1.8,7.2,Ed Badger 
1820,saint-louis,1981,Metro,0.222,65.4,Kevin Gingrich,6,0,1.7,0,0,0,1,0.5,0,0,0,0.3,0.7,Ron Ekker 
1821,west-chester,1981,ECC,0.481,70.1,Kevin Givens,27,0,0,0.585,0,0,0.727,8.7,0,0,0,0,18.5,Earl Voss 
1822,holy-cross,1981,ECACN,0.593,69.1,Kevin Greaney,27,25,0,0.455,0,0,0.792,2.5,3.2,1.1,0.1,2.3,14.4,George Blaney 
1823,maine,1981,ECACN,0.269,62.1,Kevin Green,26,23,0,0.325,0,0,0.638,1.6,2.4,1.4,0,3.6,5.3,Skip Chappelle 
1824,idaho,1981,Big Sky,0.9,71.3,Kevin Haadtvedt,10,0,3.3,0.2,0,0,1,1,0.2,0.2,0.1,0.1,0.5,Don Monson 
1825,colgate,1981,ECACN,0.32,58,Kevin Halloran,25,25,35.2,0.472,0,0,0.823,3.2,4.4,1.1,0.1,3.3,6,Mike Griffin 
1826,la-salle,1981,ECC,0.552,71.5,Kevin Harvey,3,0,0,0.571,0,0,1,0.3,0.7,0.7,0,0,3,Lefty Ervin 
1827,st-francis-ny,1981,ECACM,0.37,65.1,Kevin Henry,27,15,19.1,0.5,0,0,0.788,2.6,0.9,0.9,0,1.2,8.3,Gene Roberti 
1828,austin-peay,1981,OVC,0.231,59.2,Kevin James,21,0,0,0.429,0,0,0.7,0.5,0.5,0.1,0,0.4,0.9,Ron Bargatze 
1829,dartmouth,1981,Ivy,0.269,55.3,Kevin Jones,24,0,0,0.425,0,0,0.688,1.3,0.8,0.1,0.1,0,3.5,Tim Cohane 
1830,eastern-illinois,1981,Ind,0.519,69.5,Kevin Jones,26,10,28.5,0.502,0,0,0.696,5.2,2.6,1,0,2.1,12.7,Rick Samuels 
1831,rhode-island,1981,EAA,0.37,68.7,Kevin Kennedy,20,9,16.6,0.397,0,0,0.923,2.8,1,0.4,0,0.9,3.3,Claude English 
1832,vanderbilt,1981,SEC,0.536,67,Kevin Linder,10,0,3.4,0.727,0,0,0.2,1,0.1,0,0.1,0.4,1.7,C.M. Newton 
1833,oral-roberts,1981,MW City,0.6,76.6,Kevin McGee,26,0,0,0.345,0,0,0.718,2.2,0.7,0.6,0.1,1.2,2.5,Ken Hayes 
1834,siena,1981,ECACM,0.536,70.2,Kevin McGraw,28,28,35.7,0.497,0,0,0.889,2.8,4.4,1.1,0.1,2.6,16.7,Bill Kirsch 
1835,villanova,1981,Big East,0.75,73.7,Kevin McKenna,0,0,0,0,0,0,0,0,0,0,0,0,0,Rollie Massimino 
1836,princeton,1981,Ivy,0.5,51.8,Kevin Mullen,20,3,14.3,0.515,0,0,0.667,1.8,0.4,0.5,0.1,0.8,4.3,Pete Carril 
1837,brigham-young,1981,WAC,0.567,62.8,Kevin Nielsen,10,0,4.8,0.25,0,0,0.5,1.4,0.2,0,0,0.3,1.1,Frank Arnold 
1838,william-mary,1981,ECACS,0.571,62.6,Kevin Richardson,28,0,0,0.582,0,0,0.649,2.9,0.3,0.7,0.1,1.1,6,Bruce Parkhill 
1839,creighton,1981,MVC,0.259,63.6,Kevin Ross,26,0,12.9,0.307,0,0,0.441,2.8,0.3,0.3,0.4,0.8,2.7,Willie Reed 
1840,arizona,1981,Pac-10,0.333,64.1,Kevin Roundfield,4,0,5.3,0.4,0,0,0.5,2.3,0,0,0.3,1.3,1.3,Fred Snowden 
1841,colgate,1981,ECACN,0.32,58,Kevin Ryan,23,23,28.8,0.426,0,0,0.627,5.9,0.7,0.3,0,3,11.3,Mike Griffin 
1842,howard,1981,MEAC,0.607,66.3,Kevin Scott,23,0,0,0.425,0,0,0.571,2.5,0,0,0,0,3.5,A.B. Williamson 
1843,oklahoma-city,1981,MW City,0.5,62.8,Kevin Shipley,4,0,1.3,0,0,0,0,0,0,0,0,0,0,Lonnie Nichols 
1844,michigan-state,1981,Big Ten,0.393,58.8,Kevin Smith,28,28,36.9,0.444,0,0,0.717,2.1,4.5,1.4,0,0,15.6,Jud Heathcote 
1845,texas-pan-american,1981,Ind,0.2,71.2,Kevin Smith,16,0,7.1,0.714,0,0,0.4,0.4,1.1,0.3,0,1.1,0.9,Bill White 
1846,campbell,1981,Ind,0.407,61.4,Kevin Spain,23,0,0,0.357,0,0,0.765,0.3,0,0,0,0,1.9,Danny Roberts 
1847,loyola-marymount,1981,WCAC,0.111,74,Kevin Sparks,25,0,19.8,0.498,0,0,0.633,1.6,3.4,1,0.1,2.1,9.6,Ed Goorjian 
1848,purdue,1981,Big Ten,0.563,66.4,Kevin Stallings,32,0,19.1,0.425,0,0,0.804,1.7,2.7,1.5,0.1,0,4.3,Gene Keady 
1849,mississippi,1981,SEC,0.6,59.5,Kevin Strahm,7,0,14.1,0.375,0,0,1,1.7,0.1,0,0.1,0,2.9,Bob Weltlich 
1850,saint-louis,1981,Metro,0.222,65.4,Kevin Strozier,27,0,33.3,0.449,0,0,0.667,3.2,2.7,0,0,3.4,10.9,Ron Ekker 
1851,san-jose-state,1981,PCAA,0.5,57.5,Kevin Thomas,17,0,14.4,0.522,0,0,0.545,2.6,0.5,0,0,0,4.5,Bill Berry 
1852,long-beach-state,1981,PCAA,0.429,68,Kevin Tye,27,0,18.4,0.538,0,0,0.839,3.4,0.7,0,0,0,5.2,Tex Winter 
1853,prairie-view,1981,SWAC,0.08,67.6,Kevin Vanderbilt,4,0,0,0.25,0,0,0,0.8,0,0,0,0,1.5,Calvin White 
1854,pennsylvania,1981,Ivy,0.63,64.7,Kevin Warren,22,0,4,0.467,0,0,0.667,0.4,0.1,0.1,0,0.4,1.4,Bob Weinhauer 
1855,rhode-island,1981,EAA,0.37,68.7,Kevin Whiting,27,27,37.4,0.512,0,0,0.65,3,2.6,1.1,0.5,1.4,13.8,Claude English 
1856,portland,1981,WCAC,0.63,65.6,Kevin Williams,24,0,6.3,0.375,0,0,0.4,0.8,0.4,0.2,0,0.3,0.8,Jack Avina 
1857,st-johns-ny,1981,Big East,0.7,70.1,Kevin Williams,30,0,14.4,0.507,0,0,0.821,1.4,0.6,0.6,0.2,1.8,6.7,Lou Carnesecca 
1858,michigan-state,1981,Big Ten,0.393,58.8,Kevin Willis,27,14,19.2,0.474,0,0,0.567,4.2,0.1,0.4,0.4,1,6,Jud Heathcote 
1859,western-illinois,1981,Ind,0.519,79.4,Kevin Wilson,24,0,0,0.529,0,0,0.514,2.8,0.3,0.1,0.3,0.8,2.3,Jack Margenthaler 
1860,tennessee,1981,SEC,0.667,65.5,Kevin Woods,24,0,7.5,0.548,0,0,0.875,0.5,0.3,0.2,0.1,0.5,2.2,Don DeVoe 
1861,st-francis-ny,1981,ECACM,0.37,65.1,Kevin Worth,11,1,4.4,0.1,0,0,0.25,0.4,0.4,0.1,0,0.4,0.3,Gene Roberti 
1862,western-carolina,1981,Southern,0.704,75.9,Kevin Young,27,27,29.3,0.503,0,0,0.679,2.3,6.3,1.8,0.1,0,7.6,Steve Cottrell 
1863,rider,1981,ECC,0.407,63.7,Kim Carter,12,3,18,0.513,0,0,0.333,5,0.8,0.3,0.6,1.7,7.5,John Carpenter 
1864,campbell,1981,Ind,0.407,61.4,Kim Griffin,24,0,0,0.4,0,0,0.577,1.8,0,0,0,0,6.8,Danny Roberts 
1865,texas-pan-american,1981,Ind,0.2,71.2,Kim Owen,24,0,28.4,0.398,0,0,0.703,2.6,4.6,1.8,0,3.1,6.1,Bill White 
1866,oklahoma-state,1981,Big 8,0.556,71.4,Kim Shahan,22,2,7,0.442,0,0,0.833,0.4,0.5,0.5,0.1,0.5,2.3,Paul Hansen 
1867,central-michigan,1981,MAC,0.385,68.1,Kim Thompson,20,0,0,0.568,0,0,0.556,1.4,0.2,0.2,0,0,2.8,Dick Parfitt 
1868,green-bay,1981,Ind,0.519,57.2,Kirby Kulas,25,0,15.8,0.398,0,0,0.788,2.2,0.6,0,0.4,0,5,Dave Buss 
1869,green-bay,1981,Ind,0.519,57.2,Kirk Etten,22,0,10.3,0.409,0,0,0.571,1,0.5,0,0,0,2.8,Dave Buss 
1870,ohio,1981,MAC,0.481,64.1,Kirk Lehman,27,0,30.2,0.506,0,0,0.867,1.9,3.5,0,0,1.6,12.3,Danny Nee 
1871,southern-methodist,1981,SWC,0.222,59.7,Kirk Lundblade,10,0,4.7,0.545,0,0,0.4,0.6,0.3,0.2,0.1,0.4,1.4,Dave Bliss 
1872,tennessee,1981,SEC,0.667,65.5,Kirk Naler,8,1,4,0.8,0,0,0,0.6,0.4,0,0.1,0.3,1,Don DeVoe 
1873,lafayette,1981,ECC,0.444,62.8,Kit Tramm,9,0,6.7,0.455,0,0,1,1,0,0.3,0.1,0.6,1.2,Will Rackley 
1874,michigan-state,1981,Big Ten,0.393,58.8,Kurt James,26,1,13.9,0.444,0,0,0.538,3.2,0.3,0.4,0.2,0,1.5,Jud Heathcote 
1875,georgetown,1981,Big East,0.811,67.6,Kurt Kaull,19,0,5.9,0.333,0,0,0.5,0.4,0.8,0.3,0,0.6,0.9,John Thompson 
1876,hardin-simmons,1981,A-Sun,0.231,63,Kurt Koke,23,0,0,0.462,0,0,0.632,1.1,0,0,0,0,5.2,Jim Hatfield 
1877,eastern-illinois,1981,Ind,0.519,69.5,Kurt Lorenzen,21,11,17.3,0.639,0,0,0.563,0.8,0.7,0.4,0,0.5,4.1,Rick Samuels 
1878,central-michigan,1981,MAC,0.385,68.1,Kurt Mitzner,10,0,0,0.4,0,0,0,0.6,0,0,0.2,0,0.4,Dick Parfitt 
1879,purdue,1981,Big Ten,0.563,66.4,Kyle Peterson,7,0,0.4,0.25,0,0,0.5,0.7,0,0,0,0,0.7,Gene Keady 
1880,harvard,1981,Ivy,0.423,68.5,Kyle Standley,25,0,0,0.475,0,0,0.565,0.9,1.6,0,0,0,2,Frank McLaughlin 
1881,oral-roberts,1981,MW City,0.6,76.6,Kyp Hardaway,18,0,0,0.143,0,0,0.727,0.3,0.3,0.2,0,0.6,1,Ken Hayes 
1882,georgia-southern,1981,A-Sun,0.519,62.3,Lafayette Adams,26,0,0,0.717,0,0,0.531,3.6,0,0,0,0,6.1,Frank Kerns 
1883,kansas-state,1981,Big 8,0.742,67.6,Lafayette Watkins,25,0,12.4,0.423,0,0,0.571,2,1,0.2,0,0,3.9,Jack Hartman 
1884,harvard,1981,Ivy,0.423,68.5,Lamar Flatt,12,0,0,0.404,0,0,0.733,2,0.1,0,0,0,4.1,Frank McLaughlin 
1885,georgia,1981,SEC,0.613,69.4,Lamar Heard,29,0,11.8,0.63,0,0,0.759,2.7,0.8,1,0.1,0.3,2.8,Hugh Durham 
1886,bowling-green-state,1981,MAC,0.621,74.2,Lamar Jackson,29,26,0,0.596,0,0,0.554,6.8,0.1,0.3,0.8,1.6,8,John Weinert 
1887,lamar,1981,Southland,0.759,70,Lamont Robinson,27,1,11.5,0.344,0,0,0.542,0.9,1.6,0.8,0.1,0.9,2.1,Pat Foster 
1888,murray-state,1981,OVC,0.714,64.6,Lamont Sleets,3,0,33.3,0.476,0,0,0.583,3.3,1.7,0,0,4.7,18,Ronald Greene 
1889,samford,1981,A-Sun,0.423,67.9,Lanauze Hollis,26,26,0,0.505,0,0,0.704,6.1,1.5,0,0,0,11.7,Mike Hanks 
1890,louisville,1981,Metro,0.697,73.8,Lancaster Gordon,33,33,29,0.492,0,0,0.746,2.3,2.9,1.3,0.2,2,10.6,Denny Crum 
1891,evansville,1981,MW City,0.793,71.8,Lance Furr,9,0,2.3,0.25,0,0,0.5,0.7,0,0,0,0.3,0.3,Dick Walters 
1892,kansas,1981,Big 8,0.481,66.3,Lance Hill,25,5,16,0.397,0,0,0.656,1.4,1.9,0.6,0,0,3.6,Ted Owens 
1893,santa-clara,1981,WCAC,0.593,73.5,Lance Jackson,21,16,17.6,0.431,0,0,0.393,1.1,2.4,0.7,0,0,3.2,Carroll Williams 
1894,utah-state,1981,PCAA,0.148,67.4,Lance Washington,21,15,18.4,0.38,0,0,0.66,1.3,2.8,1,0,2.8,6,Rod Tueller 
1895,oral-roberts,1981,MW City,0.6,76.6,Lance Williams,30,0,0,0.483,0,0,0.818,1.6,0.7,0.4,0,1.4,8.4,Ken Hayes 
1896,mississippi,1981,SEC,0.6,59.5,Lane Shoup,5,0,3.4,0.5,0,0,0,1.2,0,0,0,0,0.8,Bob Weltlich 
1897,nevada-las-vegas,1981,Ind,0.667,75.3,Larry Anderson,30,30,35,0.499,0,0,0.848,3.7,2,1,0.1,0,17.2,Jerry Tarkanian 
1898,utah-state,1981,PCAA,0.148,67.4,Larry Bergeson,27,24,31.7,0.512,0,0,0.714,2.6,4.4,1,0,2.7,9.1,Rod Tueller 
1899,connecticut,1981,Big East,0.607,67.7,Larry Blucher,22,0,6.5,0.519,0,0,0.278,1.2,0.5,0.1,0.1,0.2,1.5,Dom Perno 
1900,southern-mississippi,1981,Ind,0.577,73.8,Larry Boyd,19,8,22.6,0.412,0,0,0.778,2,3.1,1.2,0.3,1.6,5.7,M.K. Turk 
1901,florida-am,1981,MEAC,0.37,64.2,Larry Broner,14,0,0,0.368,0,0,0.522,2.4,0,0,0,0,2.9,Josh Giles 
1902,army,1981,MAAC,0.185,53.5,Larry Brown,14,9,13.6,0.353,0,0,0.714,2.1,0.2,0.4,0.1,0,3.5,Pete Gaudet 
1903,wagner,1981,ECACM,0.154,67.2,Larry Clark,26,0,0,0.507,0,0,0.586,3,0,0,0,0,3.5,P.J. Carlesimo 
1904,hawaii,1981,WAC,0.63,69,Larry Connors,24,0,10.8,0.351,0,0,0.487,2.7,0.3,0,0,0.8,2.5,Larry Little 
1905,southern-methodist,1981,SWC,0.222,59.7,Larry Davis,27,25,30.1,0.483,0,0,0.517,5.7,0.4,0.2,0.1,1.9,11.9,Dave Bliss 
1906,maryland-eastern-shore,1981,MEAC,0.231,63.3,Larry Farrare,25,0,0,0.514,0,0,0.75,3.8,0,0,0,0,9.7,Kirkland Hall 
1907,richmond,1981,ECACS,0.621,65.3,Larry Fells,16,0,4.6,0.44,0,0,0.833,0.6,0.6,0.3,0.1,0.5,1.7,Dick Tarrant 
1908,oklahoma,1981,Big 8,0.667,75.4,Larry Hendrix,29,4,12.9,0.465,0,0,0.795,2.4,0.3,0.1,0.3,0.5,5.3,Billy Tubbs 
1909,ohio-state,1981,Big Ten,0.677,62.2,Larry Huggins,31,27,32.1,0.459,0,0,0.839,1.9,1.7,0.4,0,1.6,7.7,Eldon Miller 
1910,butler,1981,MW City,0.259,63.6,Larry Ikerd,16,0,0,0.333,0,0,0.583,0.6,0,0,0,0,2.3,Joe Sexson 
1911,ball-state,1981,MAC,0.607,69.9,Larry Jones,17,0,10.2,0.382,0,0,0.455,0.9,0.9,0.5,0.1,0.6,1.8,Steve Yoder 
1912,mercer,1981,A-Sun,0.593,69.6,Larry Keller,27,0,0,0.486,0,0,0.659,1.4,0,0,0,0,3.5,Bill Bibb 
1913,grambling,1981,SWAC,0.414,69.4,Larry Livers,5,0,2.6,0.333,0,0,0,0.2,0.4,0,0,0,0.8,Fred Hobdy 
1914,montana,1981,Big Sky,0.63,65.4,Larry McBride,13,1,8.3,0.385,0,0,0.722,1.8,0.3,0.2,0.5,0.4,1.8,Mike Montgomery 
1915,houston,1981,SWC,0.758,81.4,Larry Micheaux,33,33,32.8,0.604,0,0,0.579,7.5,0.8,1.4,0.7,2,12.4,Guy Lewis 
1916,western-illinois,1981,Ind,0.519,79.4,Larry Neely,8,0,0,0.333,0,0,1,0.6,0.1,0.1,0.1,0.4,0.8,Jack Margenthaler 
1917,kent-state,1981,MAC,0.385,67.3,Larry Robbins,22,0,9.8,0.464,0,0,0.4,1,0.4,0.3,0.1,0,3.6,Ed Douma 
1918,dayton,1981,Ind,0.7,73.5,Larry Schellenberg,23,0,25.8,0.536,0,0,0.6,2.7,3,0.5,0.3,1.6,4.6,Don Donoher 
1919,northwestern,1981,Big Ten,0.296,59.6,Larry Schner,8,1,1.3,0.2,0,0,0,0,0.1,0,0,0,0.3,Rich Falk 
1920,pepperdine,1981,WCAC,0.759,80.9,Larry Shackleford,5,0,2.2,0.667,0,0,0,0.4,0.4,0.4,0,0,0.8,Jim Harrick 
1921,texas-pan-american,1981,Ind,0.2,71.2,Larry Skinner,25,0,35.2,0.426,0,0,0.637,2.6,4.2,1.7,0.2,4.7,16.4,Bill White 
1922,austin-peay,1981,OVC,0.231,59.2,Larry Smith,22,0,0,0.418,0,0,0.667,0.7,0.4,0.2,0.1,0.3,2.5,Ron Bargatze 
1923,new-mexico,1981,WAC,0.5,70.6,Larry Tarrance,28,24,21.6,0.536,0,0,0.681,5.8,1.5,0.8,0.5,2,7,Gary Colson 
1924,st-johns-ny,1981,Big East,0.7,70.1,Larry Washington,9,0,4.8,0.333,0,0,0,0.4,0.4,0,0.1,0.2,0.2,Lou Carnesecca 
1925,marshall,1981,Southern,0.593,80,Larry Watson,27,14,25,0.47,0,0,0.63,4.6,1,0.4,0.4,0.9,7.9,Bob Zuffelato 
1926,holy-cross,1981,ECACN,0.593,69.1,Larry Westbrook,26,2,0,0.556,0,0,0.483,1.6,3.6,1.1,0.1,1.9,3.2,George Blaney 
1927,tennessee-state,1981,Ind,0.52,69.7,Larry Wilson,24,0,0,0.449,0,0,0.742,2.5,0,0,0,0,16.4,Edward Martin 
1928,western-michigan,1981,MAC,0.517,68.4,Lary Blahnik,27,16,0,0.383,0,0,0.654,3.5,0.7,0,0,0,4.4,Les Wothke 
1929,texas,1981,SWC,0.593,72.7,LaSalle Thompson,27,27,38.6,0.528,0,0,0.677,13.5,1.3,0.7,2.1,2.6,18.6,Abe Lemons 
1930,long-beach-state,1981,PCAA,0.429,68,Lathan Wilson,4,0,5.3,0.5,0,0,0,0.3,0.3,0,0,0,1,Tex Winter 
1931,saint-louis,1981,Metro,0.222,65.4,LaTodd Johnson,26,0,29.8,0.464,0,0,0.832,2.3,5.9,0,0,4.5,8.3,Ron Ekker 
1932,texas-southern,1981,SWAC,0.724,83.8,Latrell Mitchell,26,0,0,0.452,0,0,0.638,2.6,7.8,2.2,0.1,0,5.8,Robert Moreland 
1933,pacific,1981,PCAA,0.259,66.4,Laurence Held,27,24,25.7,0.492,0,0,0.688,4.5,2.4,0.5,0.2,2.3,7.8,Dick Fichtner 
1934,marshall,1981,Southern,0.593,80,LaVerne Evans,27,21,26.9,0.432,0,0,0.624,4.3,1.5,1,0,2.3,12.3,Bob Zuffelato 
1935,charlotte,1981,Sun Belt,0.556,72.6,Lawrence Furlow,25,15,19.2,0.511,0,0,0.528,4.6,0.6,0.2,0.6,0,4.7,Mike Pratt 
1936,howard,1981,MEAC,0.607,66.3,Lawrence Norfleet,28,0,0,0.548,0,0,0.643,3.9,0,0,0,0,5,A.B. Williamson 
1937,wake-forest,1981,ACC,0.7,67.8,Lee Garber,24,3,8.6,0.375,0,0,0.63,1.5,0.4,0.1,0,0.8,2.9,Carl Tacy 
1938,georgia-tech,1981,ACC,0.385,59.4,Lee Goza,26,19,29.8,0.636,0,0,0.625,4.2,1.2,0.2,0.2,1.7,6.9,Bobby Cremins 
1939,new-mexico-state,1981,MVC,0.607,68.8,Lee Harris,10,0,4.4,0.333,0,0,0.6,0.3,0.3,0.3,0,0.5,0.7,Weldon Drew 
1940,campbell,1981,Ind,0.407,61.4,Lee Quinn,5,0,0,0.375,0,0,0.8,1,0,0,0,0,4.4,Danny Roberts 
1941,cleveland-state,1981,Ind,0.63,75.3,Lee Reed,22,19,0,0.478,0,0,0.6,1.8,4.2,0,0,0,10.5,Ray Dieringer 
1942,indiana-state,1981,MVC,0.333,67.6,Lee Stephens,23,0,0,0.442,0,0,0.545,1.9,0.1,0,0,0,3.5,Bill Hodges 
1943,canisius,1981,ECACN,0.704,74.6,Lee Stringfellow,26,20,27.7,0.477,0,0,0.662,7.7,0.6,1.7,1,2.5,10.6,Nick Macarchuk 
1944,eastern-illinois,1981,Ind,0.519,69.5,Leigh Hankins,27,27,29.4,0.569,0,0,0.723,5.7,1.9,0.9,0,2.1,10.3,Rick Samuels 
1945,delaware,1981,ECC,0.346,60.3,Len ODonnell,10,0,6.6,0.462,0,0,0.4,1.6,0.7,0.1,0.2,0.6,1.6,Ron Rainey 
1946,hardin-simmons,1981,A-Sun,0.231,63,Lenard Brooks,19,0,0,0.423,0,0,0.955,1.7,0,0,0,0,5.7,Jim Hatfield 
1947,nebraska,1981,Big 8,0.571,63.1,Lenard Johnson,27,17,15.1,0.635,0,0,0.633,2.8,0.8,0.3,0.9,0.8,4.6,Moe Iba 
1948,austin-peay,1981,OVC,0.231,59.2,Lenny Manning,26,0,0,0.55,0,0,0.739,6.7,1.4,0.9,0.1,2.9,18.7,Ron Bargatze 
1949,michigan,1981,Big Ten,0.259,61.9,Leo Brown,14,0,1.9,0.5,0,0,0,0.3,0,0,0.1,0.1,0.3,Bill Frieder 
1950,oklahoma-city,1981,MW City,0.5,62.8,Leo Crawford,9,0,11,0.474,0,0,0.571,0.3,0.2,0.2,0,0.6,3.3,Lonnie Nichols 
1951,utah-state,1981,PCAA,0.148,67.4,Leo Cunningham,26,26,36.6,0.461,0,0,0.563,9.9,0.3,0.2,0,3.6,13.3,Rod Tueller 
1952,syracuse,1981,Big East,0.552,79.2,Leo Rautins,22,0,0,0.494,0,0,0.773,5.9,5.2,0,0,0,13.3,Jim Boeheim 
1953,north-carolina-wilmington,1981,Ind,0.481,61.9,Leon Nickelson,26,0,0,0.429,0,0,0.786,3.3,0.2,0.4,0,1.3,4.3,Mel Gibson 
1954,drake,1981,MVC,0.444,57.7,Leon Van Hook,16,3,11.3,0.424,0,0,0.632,2.9,0.3,0.3,0.3,0.7,3.9,Gary Garner 
1955,cal-state-fullerton,1981,PCAA,0.563,65.3,Leon Wood,32,32,39.5,0.496,0,0,0.817,1.8,7.4,1.3,0.2,3.6,19.7,George McQuarn 
1956,loyola-marymount,1981,WCAC,0.111,74,Leonard Agee,27,0,25.2,0.56,0,0,0.551,5.9,0.8,0.3,0.5,2.1,13.4,Ed Goorjian 
1957,san-diego-state,1981,WAC,0.69,73,Leonard Allen,29,26,18.8,0.538,0,0,0.516,3.7,0,0.3,1.6,1.6,4.5,Smokey Gaines 
1958,northern-illinois,1981,MAC,0.533,67.8,Leonard Hayes,30,0,0,0.437,0,0,0.713,2.9,3.4,0,0,0,14.8,John McDougal 
1959,louisiana-state,1981,SEC,0.5,67.9,Leonard Mitchell,27,27,34.2,0.546,0,0,0.613,7.6,1,1.6,0.4,0,14,Dale Brown 
1960,nevada-las-vegas,1981,Ind,0.667,75.3,Leroy Byrd,21,0,6.1,0.423,0,0,0.625,0.5,1.5,0.6,0,0,1.3,Jerry Tarkanian 
1961,oklahoma-state,1981,Big 8,0.556,71.4,Leroy Combs,27,24,28.1,0.518,0,0,0.625,7.2,0.6,1.2,1.6,2.2,12.1,Paul Hansen 
1962,charlotte,1981,Sun Belt,0.556,72.6,Leroy Smith,16,0,6.5,0.5,0,0,0.667,1.3,0.3,0.3,0.3,0,2.4,Mike Pratt 
1963,arkansas,1981,SWC,0.793,70.8,Leroy Sutton,11,0,3.2,0.6,0,0,0.25,0.9,0,0.2,0,0.4,0.7,Eddie Sutton 
1964,montana,1981,Big Sky,0.63,65.4,Leroy Washington,14,0,6.4,0.3,0,0,0.563,0.5,1.2,0.4,0.1,0.7,1.1,Mike Montgomery 
1965,kansas-state,1981,Big 8,0.742,67.6,Les Craft,31,29,28.2,0.536,0,0,0.723,5,1.8,0.6,1.4,0,9.6,Jack Hartman 
1966,drexel,1981,ECC,0.633,67.6,Leslie Alston,9,0,0,0.5,0,0,0.929,1.2,0,0,0,0,4.8,Eddie Burke 
1967,michigan,1981,Big Ten,0.259,61.9,Leslie Rockymore,27,9,21.9,0.437,0,0,0.763,2.9,0.7,0.2,0,1,7.5,Bill Frieder 
1968,new-orleans,1981,Ind,0.692,73.8,Lester Beans,25,0,16.6,0.371,0,0,0.5,1.3,0.9,0.4,0.4,0.9,3.9,Don Smith 
